Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
555.15,0.383,0.32,0.062,0.35,0.342,0.008,216.1,216
555.3,0.352,0.321,0.031,0.35,0.344,0.006,216.3,216
555.45,0.326,0.321,0.005,0.35,0.345,0.005,216.3,216
555.6,0.296,0.322,-0.026,0.32,0.345,-0.025,209.2,209
555.75,0.272,0.322,-0.05,0.29,0.346,-0.056,201.2,201
555.9,0.258,0.322,-0.064,0.26,0.344,-0.084,192.1,192
556.05,0.231,0.322,-0.091,0.23,0.341,-0.111,181.6,181
556.2,0.206,0.321,-0.115,0.2,0.34,-0.14,168.9,168
556.35,0.19,0.321,-0.131,0.17,0.338,-0.168,154.8,154
556.5,0.167,0.32,-0.153,0.14,0.337,-0.197,138.9,138
556.65,0.149,0.319,-0.17,0.11,0.332,-0.222,-47.5,0
556.8,0.138,0.318,-0.18,0.08,0.326,-0.246,-52.5,0
556.95,0.132,0.315,-0.183,0.05,0.319,-0.269,-57.2,0
557.1,0.116,0.313,-0.197,0.02,0.309,-0.289,-71.2,0
557.25,0.106,0.31,-0.204,0.0,0.301,-0.301,-74.4,0
557.4,0.097,0.306,-0.209,0.0,0.291,-0.291,-71.9,0
557.55,0.087,0.303,-0.216,0.0,0.284,-0.284,-70.1,0
557.7,0.077,0.299,-0.223,0.0,0.278,-0.278,-68.6,0
557.85,0.067,0.296,-0.229,0.0,0.273,-0.273,-67.3,0
558.0,0.063,0.293,-0.23,0.0,0.268,-0.268,-66.0,0
558.15,0.065,0.29,-0.225,0.0,0.262,-0.262,-64.5,0
558.3,0.067,0.287,-0.22,0.0,0.257,-0.257,-63.4,0
558.45,0.063,0.284,-0.221,0.0,0.25,-0.25,-61.6,0
558.6,0.072,0.281,-0.209,0.0,0.246,-0.246,-60.7,0
558.75,0.072,0.278,-0.207,0.0,0.24,-0.24,-59.3,0
558.9,0.069,0.276,-0.207,0.0,0.234,-0.234,-57.7,0
559.05,0.073,0.273,-0.2,0.0,0.227,-0.227,-55.9,0
559.2,0.081,0.269,-0.188,0.0,0.219,-0.219,-53.9,0
559.35,0.096,0.266,-0.17,0.0,0.214,-0.214,-52.7,0
559.5,0.101,0.263,-0.162,0.0,0.206,-0.206,-50.9,0
559.65,0.111,0.26,-0.149,0.0,0.202,-0.202,-49.9,0
559.8,0.129,0.257,-0.128,0.0,0.198,-0.198,-41.4,0
559.95,0.137,0.254,-0.117,0.0,0.192,-0.192,-40.1,0
560.1,0.155,0.251,-0.096,0.0,0.185,-0.185,-38.5,0
560.25,0.175,0.248,-0.074,0.0,0.179,-0.179,-37.5,0
560.4,0.186,0.246,-0.06,0.0,0.173,-0.173,-36.1,0
560.55,0.204,0.243,-0.039,0.0,0.169,-0.169,-35.4,0
560.7,0.221,0.24,-0.019,0.0,0.167,-0.167,-35.0,0
560.85,0.233,0.238,-0.006,0.059,0.165,-0.106,-19.9,0
561.0,0.257,0.236,0.02,0.327,0.16,0.167,45.1,45
561.15,0.277,0.234,0.043,0.35,0.158,0.192,51.0,50
561.3,0.301,0.233,0.068,0.35,0.158,0.192,61.3,61
561.45,0.326,0.232,0.094,0.35,0.159,0.191,72.3,72
561.6,0.346,0.231,0.115,0.35,0.157,0.193,84.1,84
561.75,0.367,0.23,0.137,0.35,0.154,0.196,95.9,95
561.9,0.393,0.23,0.164,0.35,0.155,0.195,107.1,107
562.05,0.414,0.229,0.186,0.35,0.153,0.197,118.9,118
562.2,0.451,0.228,0.223,0.35,0.154,0.196,130.2,130
562.35,0.487,0.228,0.259,0.35,0.157,0.193,141.0,140
562.5,0.518,0.229,0.289,0.35,0.16,0.19,151.7,151
562.65,0.552,0.229,0.323,0.35,0.161,0.189,162.6,162
562.8,0.584,0.23,0.354,0.35,0.165,0.185,172.7,172
562.95,0.612,0.231,0.381,0.35,0.17,0.18,182.6,182
563.1,0.643,0.232,0.411,0.35,0.171,0.179,192.9,192
563.25,0.676,0.233,0.443,0.35,0.173,0.177,203.0,203
563.4,0.707,0.234,0.473,0.35,0.175,0.175,212.9,212
563.55,0.749,0.235,0.514,0.35,0.177,0.173,222.8,222
563.7,0.786,0.237,0.549,0.35,0.183,0.167,231.5,231
563.85,0.826,0.239,0.588,0.35,0.188,0.162,240.3,240
564.0,0.863,0.24,0.622,0.35,0.192,0.158,249.0,249
564.15,0.908,0.243,0.666,0.35,0.198,0.152,256.8,255
564.3,0.952,0.245,0.707,0.35,0.202,0.148,256.0,255
564.45,0.985,0.247,0.738,0.35,0.209,0.141,254.5,254
564.6,1.019,0.25,0.769,0.35,0.214,0.136,261.7,255
564.75,1.063,0.252,0.81,0.35,0.221,0.129,260.3,255
564.9,1.107,0.255,0.852,0.35,0.227,0.123,258.9,255
565.05,1.153,0.258,0.896,0.35,0.229,0.121,258.7,255
565.2,1.191,0.26,0.931,0.35,0.236,0.114,257.1,255
565.35,1.237,0.263,0.974,0.35,0.243,0.107,255.7,255
565.5,1.276,0.266,1.01,0.35,0.248,0.102,254.6,254
565.65,1.32,0.268,1.052,0.35,0.25,0.1,260.2,255
565.8,1.355,0.27,1.084,0.35,0.254,0.096,259.3,255
565.95,1.396,0.272,1.124,0.35,0.256,0.094,259.1,255
566.1,1.433,0.274,1.159,0.35,0.259,0.091,258.3,255
566.25,1.478,0.276,1.202,0.35,0.264,0.086,257.2,255
566.4,1.525,0.278,1.247,0.35,0.268,0.082,256.4,255
566.55,1.567,0.28,1.287,0.35,0.271,0.079,255.9,255
566.7,1.606,0.282,1.324,0.35,0.276,0.074,254.6,254
566.85,1.648,0.284,1.363,0.35,0.281,0.069,257.9,255
567.0,1.693,0.286,1.407,0.35,0.285,0.065,257.3,255
567.15,1.736,0.288,1.448,0.35,0.29,0.06,256.1,255
567.3,1.772,0.29,1.481,0.35,0.292,0.058,255.8,255
567.45,1.81,0.292,1.518,0.35,0.297,0.053,254.7,254
567.6,1.858,0.294,1.564,0.35,0.298,0.052,257.8,255
567.75,1.894,0.295,1.599,0.35,0.299,0.051,257.4,255
567.9,1.935,0.297,1.638,0.35,0.303,0.047,256.4,255
568.05,1.97,0.298,1.672,0.35,0.304,0.046,256.4,255
568.2,2.015,0.299,1.716,0.35,0.305,0.045,256.1,255
568.35,2.054,0.301,1.754,0.35,0.309,0.041,255.3,255
568.5,2.099,0.302,1.797,0.35,0.313,0.037,254.5,254
568.65,2.141,0.303,1.838,0.35,0.314,0.036,256.6,255
568.8,2.18,0.305,1.875,0.35,0.318,0.032,255.6,255
568.95,2.21,0.306,1.904,0.35,0.32,0.03,255.1,255
569.1,2.254,0.307,1.947,0.35,0.321,0.029,255.0,254
569.25,2.296,0.308,1.988,0.35,0.322,0.028,256.4,255
569.4,2.324,0.309,2.015,0.35,0.322,0.028,256.4,255
569.55,2.354,0.31,2.044,0.35,0.325,0.025,255.8,255
569.7,2.387,0.311,2.076,0.35,0.326,0.024,255.5,255
569.85,2.423,0.311,2.111,0.35,0.328,0.022,255.2,255
570.0,2.452,0.312,2.14,0.35,0.331,0.019,254.7,254
570.15,2.48,0.313,2.167,0.35,0.332,0.018,255.5,255
570.3,2.509,0.314,2.195,0.35,0.332,0.018,255.6,255
570.45,2.544,0.314,2.229,0.35,0.331,0.019,255.8,255
570.6,2.579,0.315,2.264,0.35,0.333,0.017,255.3,255
570.75,2.608,0.315,2.293,0.35,0.333,0.017,255.4,255
570.9,2.64,0.316,2.324,0.35,0.333,0.017,255.4,255
571.05,2.665,0.316,2.349,0.35,0.334,0.016,255.0,255
571.2,2.687,0.316,2.37,0.35,0.334,0.016,255.1,255
571.35,2.707,0.317,2.39,0.35,0.334,0.016,255.1,255
571.5,2.725,0.317,2.408,0.35,0.334,0.016,255.1,255
571.65,2.749,0.317,2.432,0.35,0.334,0.016,255.2,255
571.8,2.764,0.317,2.447,0.35,0.335,0.015,254.9,254
571.95,2.778,0.318,2.46,0.35,0.339,0.011,255.0,254
572.1,2.803,0.318,2.485,0.35,0.341,0.009,255.3,255
572.25,2.815,0.319,2.496,0.35,0.342,0.008,254.9,254
572.4,2.83,0.32,2.51,0.35,0.345,0.005,254.6,254
572.55,2.85,0.32,2.529,0.35,0.344,0.006,255.3,255
572.7,2.867,0.321,2.546,0.35,0.348,0.002,254.4,254
572.85,2.885,0.322,2.562,0.35,0.35,0.0,254.1,254
573.0,2.888,0.323,2.565,0.35,0.35,-0.0,254.1,254
573.15,2.905,0.324,2.581,0.35,0.354,-0.004,253.2,253
573.3,2.907,0.325,2.583,0.35,0.356,-0.006,252.7,252
573.45,2.916,0.326,2.59,0.35,0.358,-0.008,251.7,251
573.6,2.924,0.327,2.597,0.35,0.357,-0.007,251.6,251
573.75,2.93,0.327,2.602,0.35,0.356,-0.006,251.4,251
573.9,2.926,0.327,2.599,0.35,0.358,-0.008,250.7,250
574.05,2.921,0.328,2.593,0.35,0.357,-0.007,250.4,250
574.2,2.929,0.328,2.601,0.35,0.359,-0.009,249.6,249
574.35,2.934,0.329,2.605,0.35,0.36,-0.01,248.7,248
574.5,2.937,0.329,2.608,0.35,0.363,-0.013,247.4,247
574.65,2.936,0.33,2.607,0.35,0.362,-0.012,247.2,247
574.8,2.926,0.33,2.596,0.35,0.363,-0.013,246.0,245
574.95,2.912,0.331,2.581,0.35,0.364,-0.014,245.1,245
575.1,2.905,0.331,2.573,0.35,0.366,-0.016,243.7,243
575.25,2.89,0.332,2.558,0.35,0.369,-0.019,242.2,242
575.4,2.881,0.333,2.548,0.35,0.371,-0.021,240.8,240
575.55,2.869,0.334,2.535,0.35,0.372,-0.022,239.2,239
575.7,2.851,0.335,2.516,0.35,0.374,-0.024,237.6,237
575.85,2.84,0.335,2.505,0.35,0.372,-0.022,236.7,236
576.0,2.824,0.335,2.488,0.35,0.374,-0.024,234.9,234
576.15,2.812,0.336,2.476,0.35,0.375,-0.025,233.3,233
576.3,2.792,0.336,2.455,0.35,0.376,-0.026,231.7,231
576.45,2.777,0.337,2.44,0.35,0.376,-0.026,230.1,230
576.6,2.759,0.337,2.422,0.35,0.373,-0.023,229.2,229
576.75,2.746,0.337,2.409,0.35,0.373,-0.023,227.9,227
576.9,2.726,0.336,2.389,0.35,0.371,-0.021,227.1,227
577.05,2.704,0.336,2.367,0.35,0.37,-0.02,225.9,225
577.2,2.685,0.336,2.349,0.35,0.372,-0.022,224.4,224
577.35,2.661,0.336,2.325,0.35,0.373,-0.023,222.7,222
577.5,2.638,0.336,2.302,0.35,0.37,-0.02,222.1,222
577.65,2.604,0.336,2.268,0.35,0.369,-0.019,221.1,221
577.8,2.575,0.335,2.24,0.35,0.367,-0.017,220.6,220
577.95,2.551,0.334,2.217,0.35,0.365,-0.015,219.9,219
578.1,2.515,0.334,2.181,0.35,0.365,-0.015,218.9,218
578.25,2.484,0.334,2.15,0.35,0.365,-0.015,218.1,218
578.4,2.45,0.333,2.117,0.35,0.363,-0.013,217.8,217
578.55,2.42,0.333,2.088,0.35,0.365,-0.015,216.5,216
578.7,2.381,0.333,2.049,0.35,0.363,-0.013,216.0,216
578.85,2.346,0.332,2.014,0.35,0.36,-0.01,216.0,215
579.0,2.313,0.332,1.982,0.35,0.362,-0.012,214.8,214
579.15,2.278,0.332,1.946,0.35,0.364,-0.014,213.7,213
579.3,2.249,0.332,1.917,0.35,0.362,-0.012,213.5,213
579.45,2.207,0.331,1.876,0.35,0.362,-0.012,212.6,212
579.6,2.167,0.331,1.836,0.35,0.361,-0.011,212.1,212
579.75,2.136,0.331,1.805,0.35,0.363,-0.013,211.0,210
579.9,2.09,0.331,1.758,0.35,0.362,-0.012,210.6,210
580.05,2.055,0.331,1.724,0.35,0.361,-0.011,210.2,210
580.2,2.018,0.331,1.687,0.35,0.361,-0.011,209.5,209
580.35,1.97,0.331,1.639,0.35,0.36,-0.01,209.2,209
580.5,1.933,0.33,1.603,0.35,0.358,-0.008,208.9,208
580.65,1.889,0.33,1.559,0.35,0.356,-0.006,208.9,208
580.8,1.852,0.329,1.523,0.35,0.355,-0.005,208.8,208
580.95,1.803,0.328,1.475,0.35,0.353,-0.003,208.8,208
581.1,1.758,0.328,1.43,0.35,0.352,-0.002,208.8,208
581.25,1.713,0.328,1.385,0.35,0.353,-0.003,208.4,208
581.4,1.665,0.327,1.337,0.35,0.353,-0.003,208.4,208
581.55,1.627,0.327,1.3,0.35,0.354,-0.004,208.0,207
581.7,1.591,0.327,1.264,0.35,0.353,-0.003,208.0,208
581.85,1.543,0.327,1.216,0.35,0.354,-0.004,207.4,207
582.0,1.496,0.327,1.169,0.35,0.356,-0.006,206.9,206
582.15,1.458,0.327,1.13,0.35,0.357,-0.007,206.4,206
582.3,1.423,0.327,1.096,0.35,0.354,-0.004,206.7,206
582.45,1.374,0.327,1.047,0.35,0.353,-0.003,206.6,206
582.6,1.329,0.327,1.002,0.35,0.354,-0.004,206.3,206
582.75,1.295,0.327,0.968,0.35,0.354,-0.004,205.9,205
582.9,1.26,0.327,0.933,0.35,0.355,-0.005,205.4,205
583.05,1.222,0.328,0.895,0.35,0.357,-0.007,204.8,204
583.2,1.18,0.328,0.852,0.35,0.357,-0.007,204.5,204
583.35,1.134,0.327,0.807,0.35,0.354,-0.004,204.8,204
583.5,1.09,0.327,0.763,0.35,0.354,-0.004,204.4,204
583.65,1.048,0.327,0.721,0.35,0.351,-0.001,205.0,204
583.8,1.01,0.327,0.683,0.35,0.352,-0.002,204.4,204
583.95,0.972,0.326,0.646,0.35,0.351,-0.001,204.7,204
584.1,0.936,0.326,0.611,0.35,0.348,0.002,205.3,205
584.25,0.892,0.325,0.567,0.35,0.349,0.001,205.1,205
584.4,0.853,0.325,0.528,0.35,0.349,0.001,205.1,205
584.55,0.816,0.325,0.491,0.35,0.348,0.002,205.4,205
584.7,0.786,0.324,0.461,0.35,0.346,0.004,206.1,206
584.85,0.746,0.324,0.422,0.35,0.345,0.005,206.5,206
585.0,0.704,0.323,0.381,0.35,0.343,0.007,207.1,207
585.15,0.663,0.323,0.34,0.35,0.342,0.008,207.9,207
585.3,0.626,0.322,0.304,0.35,0.342,0.008,208.3,208
585.45,0.589,0.322,0.268,0.35,0.34,0.01,209.3,209
585.6,0.559,0.321,0.238,0.35,0.339,0.011,210.0,209
585.75,0.53,0.32,0.209,0.35,0.337,0.013,211.1,211
585.9,0.507,0.32,0.187,0.35,0.338,0.012,211.6,211
586.05,0.479,0.32,0.159,0.35,0.34,0.01,211.8,211
586.2,0.448,0.32,0.128,0.35,0.34,0.01,212.5,212
586.35,0.421,0.32,0.102,0.35,0.338,0.012,213.5,213
586.5,0.39,0.32,0.07,0.35,0.34,0.01,213.6,213
586.65,0.365,0.32,0.044,0.35,0.342,0.008,213.7,213
586.8,0.342,0.32,0.022,0.35,0.341,0.009,214.7,214
586.95,0.324,0.32,0.004,0.35,0.34,0.01,215.3,215
587.1,0.294,0.32,-0.026,0.32,0.342,-0.022,208.0,207
587.25,0.272,0.321,-0.049,0.29,0.344,-0.054,200.1,200
587.4,0.255,0.321,-0.065,0.26,0.34,-0.08,191.5,191
587.55,0.239,0.32,-0.082,0.23,0.337,-0.107,181.1,181
587.7,0.216,0.32,-0.104,0.2,0.336,-0.136,168.9,168
587.85,0.191,0.319,-0.128,0.17,0.336,-0.166,154.5,154
588.0,0.169,0.319,-0.15,0.14,0.335,-0.195,138.8,138
588.15,0.155,0.318,-0.163,0.11,0.33,-0.22,122.2,122
588.3,0.138,0.317,-0.179,0.08,0.328,-0.248,-53.1,0
588.45,0.12,0.315,-0.195,0.05,0.319,-0.269,-66.3,0
588.6,0.111,0.313,-0.201,0.02,0.31,-0.29,-71.5,0
588.75,0.101,0.31,-0.209,0.0,0.302,-0.302,-74.6,0
588.9,0.094,0.307,-0.213,0.0,0.294,-0.294,-72.6,0
589.05,0.08,0.303,-0.223,0.0,0.287,-0.287,-70.8,0
589.2,0.071,0.3,-0.229,0.0,0.28,-0.28,-69.1,0
589.35,0.075,0.297,-0.221,0.0,0.274,-0.274,-67.6,0
589.5,0.076,0.294,-0.217,0.0,0.269,-0.269,-66.3,0
589.65,0.076,0.29,-0.214,0.0,0.261,-0.261,-64.3,0
589.8,0.078,0.287,-0.209,0.0,0.252,-0.252,-62.3,0
589.95,0.073,0.284,-0.211,0.0,0.248,-0.248,-61.1,0
590.1,0.079,0.28,-0.201,0.0,0.242,-0.242,-59.6,0
590.25,0.074,0.277,-0.203,0.0,0.234,-0.234,-57.8,0
590.4,0.08,0.274,-0.194,0.0,0.227,-0.227,-55.9,0
590.55,0.084,0.27,-0.186,0.0,0.219,-0.219,-54.1,0
590.7,0.093,0.267,-0.174,0.0,0.214,-0.214,-52.9,0
590.85,0.108,0.264,-0.156,0.0,0.207,-0.207,-51.1,0
591.0,0.11,0.261,-0.15,0.0,0.203,-0.203,-50.0,0
591.15,0.126,0.258,-0.132,0.0,0.198,-0.198,-41.4,0
591.3,0.134,0.255,-0.12,0.0,0.191,-0.191,-39.9,0
591.45,0.142,0.252,-0.11,0.0,0.189,-0.189,-39.5,0
591.6,0.154,0.25,-0.095,0.0,0.184,-0.184,-38.5,0
591.75,0.163,0.247,-0.084,0.0,0.178,-0.178,-37.1,0
591.9,0.183,0.244,-0.061,0.0,0.174,-0.174,-36.4,0
592.05,0.198,0.242,-0.044,0.0,0.169,-0.169,-35.2,0
592.2,0.22,0.24,-0.019,0.0,0.165,-0.165,-34.5,0
592.35,0.242,0.237,0.005,0.214,0.162,0.052,18.8,18
592.5,0.258,0.236,0.022,0.338,0.161,0.176,44.7,44
592.65,0.273,0.234,0.039,0.35,0.161,0.189,53.5,53
592.8,0.301,0.233,0.068,0.35,0.157,0.193,65.2,65
592.95,0.327,0.232,0.095,0.35,0.156,0.194,76.5,76
593.1,0.358,0.231,0.127,0.35,0.154,0.196,88.2,88
593.25,0.377,0.23,0.147,0.35,0.154,0.196,99.6,99
593.4,0.399,0.229,0.17,0.35,0.156,0.194,110.5,110
593.55,0.435,0.229,0.206,0.35,0.156,0.194,122.0,121
593.7,0.464,0.229,0.236,0.35,0.156,0.194,133.4,133
593.85,0.499,0.229,0.27,0.35,0.16,0.19,143.8,143
594.0,0.531,0.229,0.302,0.35,0.16,0.19,154.9,154
594.15,0.562,0.23,0.332,0.35,0.164,0.186,165.2,165
594.3,0.592,0.231,0.361,0.35,0.165,0.185,175.9,175
594.45,0.631,0.231,0.399,0.35,0.167,0.183,186.2,186
594.6,0.659,0.232,0.427,0.35,0.17,0.18,196.2,196
594.75,0.695,0.233,0.461,0.35,0.172,0.178,206.3,206
594.9,0.738,0.234,0.504,0.35,0.175,0.175,216.2,216
595.05,0.779,0.236,0.543,0.35,0.181,0.169,225.1,225
595.2,0.817,0.238,0.579,0.35,0.186,0.164,233.8,233
595.35,0.853,0.239,0.613,0.35,0.189,0.161,242.9,242
595.5,0.889,0.241,0.648,0.35,0.195,0.155,251.0,251
595.65,0.924,0.244,0.681,0.35,0.2,0.15,258.9,255
595.8,0.97,0.246,0.725,0.35,0.205,0.145,258.0,255
595.95,1.006,0.248,0.758,0.35,0.209,0.141,257.1,255
596.1,1.048,0.25,0.797,0.35,0.214,0.136,256.2,255
596.25,1.092,0.253,0.84,0.35,0.22,0.13,254.7,254
596.4,1.129,0.255,0.874,0.35,0.225,0.125,261.3,255
596.55,1.164,0.258,0.907,0.35,0.23,0.12,260.3,255
596.7,1.199,0.26,0.939,0.35,0.235,0.115,259.2,255
596.85,1.241,0.262,0.979,0.35,0.239,0.111,258.5,255
597.0,1.29,0.265,1.025,0.35,0.242,0.108,257.9,255
597.15,1.333,0.266,1.066,0.35,0.244,0.106,257.5,255
597.3,1.371,0.268,1.103,0.35,0.248,0.102,256.6,255
597.45,1.411,0.27,1.14,0.35,0.253,0.097,255.4,255
597.6,1.454,0.273,1.181,0.35,0.259,0.091,254.2,254
597.75,1.499,0.275,1.224,0.35,0.263,0.087,258.8,255
597.9,1.545,0.277,1.268,0.35,0.264,0.086,258.5,255
598.05,1.588,0.278,1.31,0.35,0.266,0.084,258.3,255
598.2,1.627,0.279,1.348,0.35,0.267,0.083,258.1,255
598.35,1.663,0.281,1.383,0.35,0.27,0.08,257.3,255
598.5,1.708,0.282,1.425,0.35,0.274,0.076,256.4,255
598.65,1.75,0.284,1.465,0.35,0.279,0.071,255.3,255
598.8,1.793,0.286,1.507,0.35,0.283,0.067,254.6,254
598.95,1.835,0.287,1.547,0.35,0.283,0.067,258.5,255
599.1,1.878,0.289,1.589,0.35,0.287,0.063,257.7,255
599.25,1.918,0.29,1.627,0.35,0.289,0.061,257.3,255
599.4,1.96,0.292,1.669,0.35,0.292,0.058,256.7,255
599.55,2.001,0.293,1.708,0.35,0.295,0.055,256.0,255
599.7,2.045,0.295,1.751,0.35,0.3,0.05,254.9,254
599.85,2.079,0.296,1.783,0.35,0.302,0.048,257.4,255
600.0,2.124,0.298,1.826,0.35,0.303,0.047,257.2,255
600.15,2.158,0.299,1.859,0.35,0.306,0.044,256.5,255
600.3,2.196,0.3,1.896,0.35,0.307,0.043,256.4,255
600.45,2.226,0.301,1.925,0.35,0.31,0.04,255.8,255
600.6,2.266,0.303,1.964,0.35,0.313,0.037,255.0,255
600.75,2.306,0.304,2.002,0.35,0.315,0.035,254.9,254
600.9,2.343,0.305,2.038,0.35,0.319,0.031,255.9,255
601.05,2.381,0.307,2.075,0.35,0.32,0.03,255.7,255
601.2,2.418,0.308,2.11,0.35,0.324,0.026,255.0,254
601.35,2.454,0.309,2.145,0.35,0.328,0.022,255.6,255
601.5,2.49,0.311,2.179,0.35,0.328,0.022,255.6,255
601.65,2.519,0.312,2.207,0.35,0.331,0.019,254.9,254
601.8,2.549,0.313,2.235,0.35,0.335,0.015,255.2,255
601.95,2.569,0.315,2.254,0.35,0.338,0.012,254.6,254
602.1,2.601,0.316,2.285,0.35,0.341,0.009,254.8,254
602.25,2.621,0.317,2.304,0.35,0.341,0.009,255.4,255
602.4,2.642,0.318,2.324,0.35,0.344,0.006,254.6,254
602.55,2.673,0.32,2.353,0.35,0.346,0.004,254.5,254
602.7,2.692,0.321,2.371,0.35,0.349,0.001,254.2,254
602.85,2.711,0.322,2.389,0.35,0.349,0.001,254.2,254
603.0,2.737,0.322,2.415,0.35,0.349,0.001,254.5,254
603.15,2.754,0.323,2.431,0.35,0.35,-0.0,254.1,254
603.3,2.773,0.324,2.449,0.35,0.354,-0.004,253.3,253
603.45,2.792,0.325,2.467,0.35,0.357,-0.007,252.5,252
603.6,2.806,0.326,2.48,0.35,0.355,-0.005,252.6,252
603.75,2.829,0.326,2.503,0.35,0.356,-0.006,252.0,251
603.9,2.85,0.327,2.523,0.35,0.358,-0.008,251.3,251
604.05,2.865,0.327,2.538,0.35,0.357,-0.007,251.1,251
604.2,2.869,0.328,2.542,0.35,0.357,-0.007,250.7,250
604.35,2.874,0.328,2.546,0.35,0.356,-0.006,250.4,250
604.5,2.879,0.328,2.551,0.35,0.357,-0.007,249.9,249
604.65,2.886,0.328,2.558,0.35,0.355,-0.005,249.9,249
604.8,2.898,0.328,2.57,0.35,0.357,-0.007,249.1,249
604.95,2.911,0.328,2.583,0.35,0.36,-0.01,248.0,248
605.1,2.921,0.329,2.592,0.35,0.363,-0.013,246.9,246
605.25,2.929,0.33,2.6,0.35,0.361,-0.011,246.6,246
605.4,2.935,0.33,2.605,0.35,0.361,-0.011,246.1,246
605.55,2.928,0.33,2.598,0.35,0.362,-0.012,245.0,245
605.7,2.928,0.33,2.598,0.35,0.361,-0.011,244.6,244
605.85,2.932,0.331,2.602,0.35,0.363,-0.013,243.5,243
606.0,2.925,0.331,2.594,0.35,0.361,-0.011,243.3,243
606.15,2.924,0.331,2.593,0.35,0.361,-0.011,242.5,242
606.3,2.921,0.331,2.59,0.35,0.363,-0.013,241.4,241
606.45,2.917,0.331,2.586,0.35,0.362,-0.012,241.0,241
606.6,2.9,0.331,2.569,0.35,0.362,-0.012,240.2,240
606.75,2.884,0.331,2.553,0.35,0.361,-0.011,239.8,239
606.9,2.873,0.331,2.543,0.35,0.36,-0.01,239.3,239
607.05,2.867,0.331,2.536,0.35,0.361,-0.011,238.4,238
607.2,2.861,0.331,2.531,0.35,0.361,-0.011,237.9,237
607.35,2.851,0.331,2.52,0.35,0.362,-0.012,236.9,236
607.5,2.837,0.331,2.507,0.35,0.362,-0.012,236.2,236
607.65,2.82,0.331,2.488,0.35,0.365,-0.015,234.8,234
607.8,2.799,0.332,2.467,0.35,0.366,-0.016,233.8,233
607.95,2.784,0.332,2.452,0.35,0.368,-0.018,232.4,232
608.1,2.765,0.333,2.432,0.35,0.368,-0.018,231.5,231
608.25,2.737,0.333,2.404,0.35,0.369,-0.019,230.2,230
608.4,2.715,0.333,2.382,0.35,0.369,-0.019,229.2,229
608.55,2.688,0.334,2.355,0.35,0.369,-0.019,228.0,228
608.7,2.664,0.334,2.33,0.35,0.368,-0.018,227.1,227
608.85,2.632,0.334,2.298,0.35,0.368,-0.018,226.0,225
609.0,2.606,0.334,2.272,0.35,0.368,-0.018,224.9,224
609.15,2.582,0.334,2.248,0.35,0.367,-0.017,224.1,224
609.3,2.556,0.334,2.222,0.35,0.366,-0.016,223.4,223
609.45,2.52,0.333,2.187,0.35,0.364,-0.014,222.9,222
609.6,2.494,0.333,2.161,0.35,0.363,-0.013,222.2,222
609.75,2.469,0.333,2.137,0.35,0.363,-0.013,221.4,221
609.9,2.437,0.332,2.104,0.35,0.364,-0.014,220.5,220
610.05,2.405,0.332,2.073,0.35,0.363,-0.013,219.8,219
610.2,2.363,0.332,2.031,0.35,0.363,-0.013,219.2,219
610.35,2.325,0.332,1.994,0.35,0.36,-0.01,219.0,219
610.5,2.283,0.331,1.952,0.35,0.361,-0.011,218.0,218
610.65,2.242,0.331,1.911,0.35,0.361,-0.011,217.5,217
610.8,2.203,0.331,1.872,0.35,0.359,-0.009,217.3,217
610.95,2.172,0.33,1.841,0.35,0.359,-0.009,216.7,216
611.1,2.137,0.33,1.807,0.35,0.36,-0.01,215.9,215
611.25,2.104,0.33,1.773,0.35,0.36,-0.01,215.4,215
611.4,2.072,0.33,1.742,0.35,0.358,-0.008,215.2,215
611.55,2.029,0.33,1.699,0.35,0.357,-0.007,215.1,215
611.7,1.994,0.329,1.665,0.35,0.357,-0.007,214.6,214
611.85,1.952,0.329,1.622,0.35,0.358,-0.008,213.9,213
612.0,1.906,0.329,1.577,0.35,0.358,-0.008,213.4,213
612.15,1.864,0.329,1.536,0.35,0.355,-0.005,213.7,213
612.3,1.829,0.329,1.5,0.35,0.356,-0.006,213.0,213
612.45,1.792,0.328,1.463,0.35,0.356,-0.006,212.7,212
612.6,1.743,0.329,1.415,0.35,0.358,-0.008,211.9,211
612.75,1.702,0.329,1.373,0.35,0.358,-0.008,211.5,211
612.9,1.659,0.329,1.33,0.35,0.357,-0.007,211.3,211
613.05,1.613,0.328,1.285,0.35,0.355,-0.005,211.3,211
613.2,1.576,0.328,1.248,0.35,0.355,-0.005,210.9,210
613.35,1.526,0.328,1.198,0.35,0.357,-0.007,210.2,210
613.5,1.488,0.328,1.16,0.35,0.355,-0.005,210.3,210
613.65,1.452,0.328,1.124,0.35,0.356,-0.006,209.7,209
613.8,1.414,0.328,1.086,0.35,0.357,-0.007,209.2,209
613.95,1.367,0.328,1.039,0.35,0.357,-0.007,208.7,208
614.1,1.33,0.329,1.001,0.35,0.358,-0.008,208.0,208
614.25,1.286,0.328,0.958,0.35,0.356,-0.006,208.1,208
614.4,1.238,0.328,0.91,0.35,0.355,-0.005,207.9,207
614.55,1.202,0.328,0.874,0.35,0.354,-0.004,207.9,207
614.7,1.158,0.328,0.83,0.35,0.355,-0.005,207.4,207
614.85,1.122,0.328,0.795,0.35,0.354,-0.004,207.3,207
