Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
1775706233.476,0.143,0.15,-0.007,0.32,0.0,0.32,78.9,0
1775706233.479,0.143,0.15,-0.007,0.29,0.0,0.29,59.8,0
1775706233.629,0.143,0.15,-0.007,0.26,0.0,0.26,53.5,0
1775706233.779,0.143,0.15,-0.007,0.23,0.0,0.23,47.2,0
1775706233.929,0.142,0.15,-0.008,0.2,0.0,0.2,40.9,0
1775706234.079,0.142,0.15,-0.008,0.17,0.0,0.17,34.6,0
1775706234.229,0.142,0.15,-0.008,0.14,0.0,0.14,28.3,0
1775706234.38,0.141,0.15,-0.009,0.11,0.0,0.11,22.0,0
1775706234.53,0.142,0.15,-0.008,0.08,0.0,0.08,15.7,0
1775706234.68,0.142,0.15,-0.008,0.05,0.0,0.05,9.4,0
1775706234.83,0.143,0.15,-0.007,0.02,0.0,0.02,3.1,0
1775706234.98,0.144,0.15,-0.006,0.0,0.0,0.0,-0.7,0
1775706235.131,0.146,0.15,-0.004,0.0,0.0,0.0,0.0,0
1775706235.281,0.147,0.15,-0.003,0.0,0.0,0.0,0.0,0
1775706235.431,0.15,0.15,-0.0,0.0,0.0,0.0,0.0,0
1775706235.582,0.152,0.15,0.002,0.093,0.0,0.093,22.9,90
1775706235.732,0.157,0.15,0.007,0.164,0.0,0.164,42.5,90
1775706235.882,0.162,0.15,0.012,0.22,0.0,0.22,63.2,90
1775706236.032,0.168,0.15,0.018,0.269,0.0,0.269,86.3,90
1775706236.182,0.176,0.15,0.026,0.323,0.0,0.323,113.5,113
1775706236.332,0.186,0.15,0.036,0.35,0.0,0.35,137.0,137
1775706236.482,0.195,0.15,0.045,0.35,0.0,0.35,156.5,156
1775706236.633,0.205,0.15,0.055,0.35,0.0,0.35,177.0,176
1775706236.783,0.216,0.15,0.066,0.35,0.0,0.35,197.5,197
1775706236.933,0.227,0.15,0.077,0.35,0.0,0.35,217.9,217
1775706237.083,0.24,0.15,0.09,0.35,0.0,0.35,73.5,90
1775706237.233,0.25,0.15,0.1,0.35,0.0,0.35,94.0,93
1775706237.383,0.26,0.15,0.11,0.35,0.0,0.35,114.4,114
1775706237.534,0.27,0.15,0.12,0.35,0.0,0.35,134.9,134
1775706237.686,0.281,0.15,0.131,0.35,0.0,0.35,155.4,155
1775706237.835,0.291,0.15,0.141,0.35,0.0,0.35,175.9,175
1775706237.985,0.301,0.15,0.151,0.35,0.0,0.35,196.3,196
1775706238.136,0.311,0.15,0.161,0.35,0.0,0.35,216.8,216
1775706238.286,0.319,0.15,0.169,0.35,0.0,0.35,73.5,90
1775706238.436,0.326,0.15,0.176,0.35,0.0,0.35,94.0,93
1775706238.586,0.33,0.15,0.18,0.35,0.0,0.35,114.4,114
1775706238.737,0.331,0.15,0.181,0.35,0.0,0.35,134.9,134
1775706238.887,0.326,0.15,0.176,0.35,0.0,0.35,155.4,155
1775706239.038,0.321,0.15,0.171,0.35,0.0,0.35,175.9,175
1775706239.187,0.314,0.15,0.164,0.35,0.0,0.35,196.3,196
1775706239.339,0.304,0.15,0.154,0.35,0.0,0.35,216.8,216
1775706239.487,0.292,0.15,0.142,0.35,0.0,0.35,73.5,90
1775706239.638,0.28,0.15,0.13,0.35,0.0,0.35,94.0,93
1775706239.787,0.269,0.15,0.119,0.35,0.0,0.35,114.4,114
1775706239.937,0.257,0.15,0.107,0.35,0.0,0.35,134.9,134
1775706240.087,0.245,0.15,0.095,0.35,0.0,0.35,155.4,155
1775706240.237,0.235,0.15,0.085,0.35,0.0,0.35,175.9,175
1775706253.375,0.565,0.15,0.415,0.35,0.0,0.35,86.3,90
1775706253.379,0.565,0.15,0.415,0.35,0.0,0.35,94.0,93
1775706253.528,0.568,0.157,0.411,0.35,0.055,0.295,100.9,100
1775706253.679,0.572,0.163,0.408,0.35,0.066,0.284,117.6,117
1775706253.829,0.575,0.17,0.405,0.35,0.081,0.269,130.7,130
1775706253.98,0.579,0.179,0.4,0.35,0.111,0.239,139.7,139
1775706254.13,0.585,0.19,0.395,0.35,0.145,0.205,146.4,146
1775706254.283,0.592,0.202,0.39,0.35,0.18,0.17,151.0,150
1775706254.434,0.599,0.216,0.383,0.35,0.214,0.136,153.8,153
1775706254.58,0.605,0.231,0.375,0.35,0.249,0.101,154.5,154
1775706254.731,0.62,0.245,0.375,0.35,0.275,0.075,155.3,155
1775706254.883,0.635,0.258,0.377,0.35,0.293,0.057,156.1,156
1775706255.032,0.649,0.269,0.38,0.35,0.307,0.043,156.7,156
1775706255.188,0.662,0.279,0.383,0.35,0.316,0.034,157.4,157
1775706255.335,0.674,0.287,0.386,0.35,0.325,0.025,157.5,157
1775706255.482,0.683,0.294,0.388,0.35,0.332,0.018,157.7,157
1775706255.633,0.691,0.301,0.391,0.35,0.339,0.011,157.2,157
1775706255.783,0.698,0.306,0.392,0.35,0.344,0.006,156.9,156
1775706255.933,0.704,0.311,0.394,0.35,0.348,0.002,156.4,156
1775706256.083,0.71,0.314,0.395,0.35,0.351,-0.001,155.9,155
1775706256.234,0.714,0.317,0.397,0.35,0.35,-0.0,156.2,156
1775706256.383,0.718,0.319,0.399,0.35,0.349,0.001,156.5,156
1775706256.534,0.721,0.32,0.401,0.35,0.347,0.003,157.0,157
1775706256.684,0.723,0.321,0.402,0.35,0.347,0.003,157.1,157
1775706256.834,0.725,0.322,0.404,0.35,0.349,0.001,156.7,156
1775706256.984,0.727,0.323,0.404,0.35,0.351,-0.001,156.4,156
1775706257.134,0.728,0.324,0.405,0.35,0.352,-0.002,156.1,156
1775706257.284,0.73,0.324,0.406,0.35,0.352,-0.002,156.0,156
1775706257.435,0.731,0.325,0.406,0.35,0.352,-0.002,155.9,155
1775706257.585,0.708,0.325,0.383,0.35,0.351,-0.001,156.0,156
1775706257.735,0.712,0.325,0.387,0.35,0.348,0.002,156.6,156
1775706257.885,0.715,0.324,0.391,0.35,0.346,0.004,157.1,157
1775706258.036,0.718,0.324,0.394,0.35,0.348,0.002,156.9,156
1775706258.186,0.721,0.324,0.397,0.35,0.349,0.001,156.8,156
1775706258.337,0.723,0.324,0.399,0.35,0.35,0.0,156.7,156
1775706258.486,0.721,0.324,0.397,0.35,0.349,0.001,156.8,156
1775706258.636,0.719,0.324,0.395,0.35,0.348,0.002,157.2,157
1775706258.786,0.716,0.324,0.392,0.35,0.348,0.002,157.2,157
1775706258.937,0.713,0.325,0.388,0.35,0.352,-0.002,156.4,156
1775706259.087,0.707,0.326,0.382,0.35,0.356,-0.006,155.4,155
1775706259.237,0.697,0.326,0.371,0.35,0.358,-0.008,154.7,154
1775706259.387,0.687,0.327,0.36,0.35,0.359,-0.009,154.0,153
1775706259.537,0.677,0.328,0.349,0.35,0.359,-0.009,153.7,153
1775706259.688,0.661,0.328,0.333,0.35,0.361,-0.011,152.6,152
1775706259.838,0.648,0.329,0.319,0.35,0.361,-0.011,152.1,152
1775706259.99,0.635,0.329,0.306,0.35,0.36,-0.01,151.5,151
1775706260.14,0.624,0.329,0.294,0.35,0.36,-0.01,150.9,150
1775706260.29,0.612,0.33,0.283,0.35,0.36,-0.01,150.4,150
1775706260.44,0.601,0.33,0.272,0.35,0.359,-0.009,150.0,150
1775706260.589,0.589,0.33,0.26,0.35,0.359,-0.009,149.4,149
1775706260.739,0.575,0.33,0.246,0.35,0.359,-0.009,148.8,148
1775706260.889,0.564,0.329,0.234,0.35,0.357,-0.007,149.0,148
1775706261.04,0.553,0.329,0.224,0.35,0.356,-0.006,148.8,148
1775706261.189,0.541,0.329,0.213,0.35,0.357,-0.007,148.1,148
1775706261.34,0.528,0.329,0.199,0.35,0.357,-0.007,147.6,147
1775706261.49,0.516,0.329,0.187,0.35,0.357,-0.007,147.3,147
1775706261.64,0.504,0.329,0.175,0.35,0.358,-0.008,146.7,146
1775706261.79,0.492,0.329,0.164,0.35,0.357,-0.007,146.3,146
1775706261.94,0.48,0.329,0.151,0.35,0.358,-0.008,145.7,145
1775706262.09,0.468,0.329,0.139,0.35,0.356,-0.006,145.7,145
1775706262.241,0.455,0.328,0.126,0.35,0.355,-0.005,145.5,145
1775706262.391,0.443,0.328,0.115,0.35,0.356,-0.006,145.1,145
1775706262.541,0.431,0.328,0.103,0.35,0.354,-0.004,145.2,145
1775706262.691,0.42,0.328,0.093,0.35,0.353,-0.003,145.1,145
1775706262.842,0.41,0.327,0.083,0.35,0.352,-0.002,145.2,145
1775706262.992,0.4,0.327,0.073,0.35,0.351,-0.001,145.2,145
1775706263.142,0.39,0.326,0.064,0.35,0.35,-0.0,145.3,145
1775706263.292,0.381,0.326,0.055,0.35,0.349,0.001,145.7,145
1775706263.442,0.372,0.326,0.047,0.35,0.35,0.0,145.5,145
1775706263.592,0.364,0.326,0.038,0.35,0.351,-0.001,145.1,145
1775706263.742,0.355,0.325,0.03,0.35,0.349,0.001,145.5,145
1775706263.893,0.347,0.325,0.022,0.35,0.346,0.004,146.3,146
1775706264.043,0.34,0.324,0.016,0.35,0.345,0.005,146.8,146
1775706264.193,0.334,0.324,0.01,0.35,0.345,0.005,147.1,147
1775706264.343,0.329,0.323,0.006,0.35,0.343,0.007,147.9,147
1775706264.493,0.324,0.323,0.002,0.35,0.345,0.005,147.6,147
1775706264.644,0.321,0.323,-0.003,0.333,0.348,-0.015,143.1,143
1775706264.794,0.317,0.324,-0.007,0.31,0.35,-0.04,136.8,136
1775706264.944,0.314,0.324,-0.01,0.284,0.347,-0.063,129.6,129
1775706265.094,0.311,0.323,-0.012,0.26,0.34,-0.08,122.7,122
1775706265.245,0.309,0.321,-0.012,0.245,0.328,-0.083,117.9,117
1775706265.394,0.327,0.317,0.009,0.35,0.314,0.036,142.6,142
1775706265.545,0.368,0.313,0.054,0.35,0.305,0.045,142.5,142
1775706265.695,0.368,0.311,0.057,0.35,0.307,0.043,144.4,144
1775706265.845,0.368,0.31,0.058,0.35,0.313,0.037,145.4,145
1775706265.995,0.368,0.31,0.058,0.35,0.32,0.03,146.1,146
1775706266.145,0.368,0.311,0.057,0.35,0.327,0.023,146.4,146
1775706266.296,0.368,0.312,0.055,0.35,0.335,0.015,145.9,145
1775706266.446,0.368,0.315,0.053,0.35,0.341,0.009,145.6,145
1775706266.596,0.368,0.317,0.051,0.35,0.345,0.005,145.4,145
1775706266.746,0.358,0.318,0.04,0.35,0.347,0.003,145.4,145
1775706266.896,0.35,0.32,0.03,0.35,0.35,-0.0,144.8,144
1775706267.046,0.336,0.322,0.014,0.35,0.353,-0.003,144.4,144
1775706267.197,0.322,0.323,-0.001,0.349,0.354,-0.005,143.6,143
1775706267.347,0.308,0.324,-0.016,0.319,0.355,-0.036,135.9,135
1775706267.497,0.296,0.325,-0.029,0.289,0.352,-0.063,128.2,128
1775706267.647,0.296,0.324,-0.028,0.259,0.344,-0.085,120.0,120
1775706267.798,0.296,0.322,-0.026,0.229,0.331,-0.102,111.8,111
1775706267.948,0.296,0.318,-0.022,0.199,0.311,-0.111,104.0,104
1775706268.098,0.277,0.312,-0.035,0.169,0.29,-0.121,95.6,95
1775706268.248,0.261,0.304,-0.043,0.139,0.263,-0.124,88.0,88
1775706268.398,0.247,0.295,-0.048,0.109,0.231,-0.122,81.5,81
1775706268.548,0.234,0.282,-0.048,0.079,0.191,-0.112,76.8,76
1775706268.699,0.222,0.269,-0.047,0.049,0.158,-0.109,70.7,70
1775706268.849,0.21,0.256,-0.045,0.019,0.131,-0.112,63.4,63
1775706268.999,0.199,0.242,-0.043,0.0,0.101,-0.101,59.6,60
1775706269.149,0.187,0.229,-0.042,0.0,0.079,-0.079,58.8,60
1775706269.299,0.176,0.217,-0.041,0.0,0.06,-0.06,58.0,60
1775706269.449,0.165,0.206,-0.041,0.0,0.047,-0.047,57.0,60
1775706269.599,0.155,0.196,-0.041,0.0,0.036,-0.036,56.4,60
1775706269.75,0.146,0.188,-0.043,0.0,0.029,-0.029,-5.9,0
1775706269.9,0.138,0.182,-0.045,0.0,0.028,-0.028,-5.8,0
1775706270.05,0.13,0.177,-0.047,0.0,0.026,-0.026,-5.5,0
1775706270.2,0.124,0.174,-0.05,0.0,0.025,-0.025,-5.2,0
1775706270.35,0.119,0.171,-0.052,0.0,0.024,-0.024,-5.9,0
1775706270.5,0.114,0.168,-0.054,0.0,0.023,-0.023,-5.6,0
1775706270.651,0.11,0.166,-0.056,0.0,0.021,-0.021,-5.3,0
1775706270.802,0.107,0.165,-0.057,0.0,0.02,-0.02,-5.0,0
1775706270.952,0.107,0.164,-0.057,0.0,0.019,-0.019,-4.8,0
1775706271.102,0.11,0.162,-0.053,0.0,0.018,-0.018,-4.5,0
1775706271.253,0.115,0.162,-0.047,0.0,0.017,-0.017,-4.3,0
1775706271.402,0.119,0.161,-0.042,0.0,0.017,-0.017,-4.1,0
1775706271.553,0.122,0.16,-0.038,0.0,0.016,-0.016,-3.3,0
1775706271.703,0.122,0.159,-0.037,0.0,0.015,-0.015,-3.1,0
1775706271.854,0.121,0.159,-0.038,0.0,0.014,-0.014,-3.0,0
1775706272.002,0.117,0.158,-0.041,0.0,0.013,-0.013,-3.3,0
1775706272.152,0.113,0.158,-0.045,0.0,0.013,-0.013,-3.2,0
1775706272.303,0.11,0.157,-0.048,0.0,0.012,-0.012,-3.0,0
1775706272.454,0.106,0.157,-0.05,0.0,0.012,-0.012,-2.9,0
1775706272.603,0.105,0.157,-0.052,0.0,0.011,-0.011,-2.7,0
1775706272.753,0.107,0.156,-0.049,0.0,0.01,-0.01,-2.6,0
1775706272.903,0.111,0.156,-0.045,0.0,0.01,-0.01,-2.4,0
1775706273.054,0.118,0.156,-0.037,0.0,0.009,-0.009,-2.3,0
1775706273.204,0.125,0.155,-0.031,0.0,0.009,-0.009,-1.9,0
1775706273.354,0.131,0.155,-0.025,0.0,0.009,-0.009,-1.8,0
1775706273.504,0.137,0.155,-0.018,0.0,0.008,-0.008,-1.7,0
1775706273.654,0.144,0.155,-0.011,0.0,0.008,-0.008,-1.6,0
1775706273.804,0.152,0.154,-0.002,0.0,0.007,-0.007,-1.5,0
1775706273.955,0.161,0.154,0.007,0.169,0.007,0.163,40.4,90
1775706274.105,0.171,0.154,0.017,0.258,0.008,0.25,65.1,90
1775706274.255,0.18,0.155,0.024,0.312,0.018,0.294,87.6,87
1775706274.405,0.187,0.157,0.03,0.347,0.026,0.321,109.7,109
1775706274.556,0.194,0.161,0.033,0.35,0.042,0.308,124.3,124
1775706274.706,0.199,0.166,0.033,0.35,0.064,0.286,137.4,137
1775706274.856,0.204,0.173,0.031,0.35,0.087,0.263,149.2,149
1775706275.006,0.204,0.181,0.022,0.321,0.114,0.207,151.6,151
1775706275.157,0.199,0.193,0.006,0.291,0.153,0.138,148.7,148
1775706275.307,0.193,0.206,-0.013,0.261,0.189,0.072,143.0,143
1775706275.457,0.186,0.219,-0.033,0.231,0.216,0.015,135.6,135
1775706275.607,0.179,0.231,-0.052,0.201,0.234,-0.033,126.8,126
1775706275.757,0.177,0.241,-0.064,0.171,0.241,-0.07,117.5,117
1775706275.907,0.176,0.248,-0.072,0.141,0.239,-0.098,107.7,107
1775706276.057,0.175,0.252,-0.077,0.111,0.228,-0.117,98.3,98
1775706276.208,0.173,0.253,-0.079,0.081,0.21,-0.129,89.2,89
1775706276.358,0.171,0.249,-0.078,0.051,0.179,-0.128,82.3,82
1775706276.508,0.166,0.243,-0.077,0.021,0.146,-0.125,75.5,75
1775706276.658,0.159,0.234,-0.075,0.0,0.116,-0.116,70.3,70
1775706276.808,0.153,0.224,-0.071,0.0,0.09,-0.09,69.6,69
1775706276.958,0.148,0.215,-0.067,0.0,0.072,-0.072,-14.4,0
1775706277.109,0.147,0.207,-0.06,0.0,0.068,-0.068,-14.2,0
1775706277.26,0.149,0.201,-0.052,0.0,0.065,-0.065,-13.5,0
1775706277.411,0.152,0.196,-0.044,0.0,0.061,-0.061,-12.8,0
1775706277.56,0.158,0.192,-0.033,0.0,0.058,-0.058,-12.1,0
1775706277.709,0.166,0.188,-0.022,0.0,0.055,-0.055,-11.5,0
1775706277.859,0.173,0.185,-0.012,0.0,0.053,-0.053,-11.0,0
1775706278.009,0.18,0.183,-0.003,0.0,0.05,-0.05,-10.4,0
1775706278.16,0.183,0.18,0.003,0.12,0.048,0.073,19.8,60
1775706278.31,0.187,0.177,0.009,0.197,0.037,0.16,41.0,60
1775706278.46,0.188,0.174,0.013,0.234,0.029,0.204,58.2,60
1775706278.611,0.187,0.171,0.016,0.252,0.024,0.228,74.4,74
1775706278.761,0.186,0.168,0.018,0.27,0.019,0.251,92.3,92
1775706278.911,0.185,0.167,0.019,0.274,0.024,0.25,106.0,106
1775706279.061,0.183,0.167,0.016,0.254,0.038,0.216,112.4,112
1775706279.211,0.182,0.17,0.011,0.224,0.059,0.165,113.5,113
1775706279.362,0.181,0.176,0.005,0.194,0.086,0.108,111.2,111
1775706279.512,0.18,0.183,-0.003,0.164,0.109,0.055,106.4,106
1775706279.662,0.18,0.19,-0.011,0.134,0.125,0.009,100.2,100
1775706279.812,0.179,0.197,-0.018,0.104,0.132,-0.028,93.4,93
1775706279.962,0.178,0.201,-0.023,0.074,0.126,-0.052,87.1,87
1775706280.113,0.177,0.202,-0.025,0.044,0.109,-0.065,81.7,81
1775706280.263,0.175,0.201,-0.026,0.014,0.094,-0.08,74.8,74
1775706280.413,0.173,0.198,-0.025,0.0,0.078,-0.078,71.0,71
1775706280.563,0.172,0.194,-0.022,0.0,0.064,-0.064,69.8,69
1775706280.713,0.171,0.189,-0.019,0.0,0.052,-0.052,68.5,68
1775706280.863,0.171,0.185,-0.014,0.0,0.04,-0.04,68.0,67
1775706281.014,0.172,0.18,-0.009,0.0,0.034,-0.034,66.7,66
1775706281.164,0.179,0.177,0.002,0.093,0.032,0.061,87.9,87
1775706281.314,0.186,0.174,0.012,0.225,0.031,0.194,120.8,120
1775706281.464,0.193,0.173,0.019,0.282,0.044,0.238,138.3,138
1775706281.615,0.198,0.176,0.021,0.3,0.069,0.231,148.8,148
1775706281.765,0.2,0.182,0.018,0.284,0.098,0.187,151.6,151
1775706281.916,0.199,0.189,0.009,0.254,0.123,0.131,150.4,150
1775706282.065,0.197,0.199,-0.002,0.224,0.157,0.067,144.4,144
1775706282.215,0.195,0.211,-0.016,0.194,0.191,0.003,134.9,134
1775706282.366,0.193,0.223,-0.03,0.164,0.217,-0.052,123.7,123
1775706282.516,0.191,0.233,-0.042,0.134,0.229,-0.095,112.3,112
1775706282.669,0.19,0.241,-0.052,0.104,0.23,-0.126,100.5,100
1775706282.817,0.188,0.246,-0.058,0.074,0.22,-0.145,89.5,89
1775706282.968,0.187,0.246,-0.059,0.044,0.194,-0.15,80.7,80
1775706283.117,0.187,0.243,-0.056,0.014,0.164,-0.15,72.0,72
1775706283.268,0.19,0.236,-0.046,0.0,0.131,-0.131,67.9,67
1775706283.417,0.195,0.227,-0.032,0.0,0.1,-0.1,67.2,67
1775706283.568,0.2,0.217,-0.018,0.0,0.077,-0.077,65.9,65
1775706283.718,0.204,0.208,-0.004,0.0,0.061,-0.061,64.5,64
1775706283.868,0.209,0.199,0.009,0.197,0.047,0.15,112.5,112
1775706284.017,0.212,0.193,0.019,0.28,0.05,0.231,133.4,133
1775706284.168,0.215,0.191,0.025,0.321,0.068,0.253,149.5,149
1775706284.318,0.216,0.192,0.024,0.321,0.092,0.23,157.6,157
1775706284.468,0.214,0.196,0.018,0.293,0.117,0.176,158.7,158
1775706284.618,0.21,0.204,0.006,0.263,0.155,0.108,154.1,154
1775706284.768,0.207,0.215,-0.007,0.233,0.193,0.04,146.3,146
1775706284.918,0.204,0.226,-0.021,0.203,0.22,-0.017,137.0,136
1775706285.069,0.204,0.236,-0.033,0.173,0.235,-0.062,126.9,126
1775706285.219,0.203,0.245,-0.042,0.143,0.24,-0.097,116.3,116
1775706285.369,0.202,0.25,-0.048,0.113,0.235,-0.122,105.8,105
1775706285.519,0.2,0.253,-0.053,0.083,0.222,-0.139,95.3,95
1775706285.669,0.197,0.252,-0.055,0.053,0.198,-0.145,86.4,86
1775706285.82,0.194,0.248,-0.054,0.023,0.171,-0.148,77.3,77
1775706285.97,0.192,0.241,-0.049,0.0,0.14,-0.14,70.8,70
1775706286.12,0.19,0.232,-0.042,0.0,0.109,-0.109,70.0,69
1775706286.27,0.189,0.222,-0.033,0.0,0.084,-0.084,68.7,68
1775706286.42,0.187,0.212,-0.025,0.0,0.066,-0.066,67.3,67
1775706286.571,0.185,0.203,-0.018,0.0,0.051,-0.051,66.4,66
1775706286.721,0.184,0.195,-0.011,0.0,0.041,-0.041,65.3,65
1775706286.871,0.183,0.188,-0.005,0.0,0.032,-0.032,64.8,64
1775706287.021,0.182,0.181,0.0,0.051,0.025,0.026,76.9,76
1775706287.171,0.181,0.176,0.004,0.132,0.023,0.109,96.9,96
1775706287.321,0.179,0.173,0.006,0.152,0.026,0.126,104.4,104
1775706287.471,0.177,0.172,0.005,0.145,0.037,0.108,106.7,106
1775706287.622,0.175,0.173,0.002,0.115,0.052,0.063,102.6,102
1775706287.772,0.172,0.176,-0.003,0.085,0.067,0.018,96.8,96
1775706287.922,0.171,0.179,-0.009,0.055,0.08,-0.025,89.0,89
1775706288.072,0.169,0.182,-0.013,0.025,0.082,-0.057,81.1,81
1775706288.222,0.169,0.184,-0.015,0.0,0.077,-0.077,74.2,74
1775706288.373,0.171,0.184,-0.013,0.0,0.066,-0.066,72.9,72
1775706288.523,0.174,0.182,-0.008,0.0,0.055,-0.055,71.6,71
1775706288.673,0.18,0.179,0.0,0.054,0.043,0.011,84.2,84
1775706288.823,0.185,0.177,0.008,0.186,0.041,0.145,115.4,115
1775706288.975,0.19,0.177,0.013,0.233,0.057,0.176,126.6,126
1775706289.125,0.193,0.181,0.012,0.233,0.085,0.148,128.9,128
1775706289.275,0.194,0.188,0.006,0.203,0.119,0.083,122.6,122
1775706289.424,0.196,0.197,-0.001,0.173,0.149,0.024,115.1,115
1775706289.574,0.197,0.207,-0.01,0.143,0.17,-0.027,106.2,106
1775706289.725,0.198,0.215,-0.017,0.113,0.177,-0.064,97.3,97
1775706289.875,0.199,0.22,-0.021,0.083,0.172,-0.089,88.8,88
1775706290.025,0.2,0.222,-0.022,0.053,0.153,-0.101,81.6,81
1775706290.175,0.205,0.22,-0.015,0.023,0.134,-0.111,73.6,73
1775706290.325,0.212,0.216,-0.005,0.0,0.109,-0.109,68.0,67
1775706290.475,0.218,0.211,0.008,0.196,0.087,0.11,115.5,115
1775706290.625,0.229,0.206,0.023,0.316,0.083,0.233,144.3,144
1775706290.776,0.241,0.204,0.037,0.35,0.1,0.25,157.6,157
1775706290.926,0.253,0.207,0.046,0.35,0.128,0.222,164.7,164
1775706291.076,0.263,0.214,0.049,0.35,0.171,0.179,168.1,168
1775706291.226,0.272,0.225,0.046,0.35,0.218,0.132,168.5,168
1775706291.377,0.279,0.239,0.041,0.35,0.258,0.092,168.2,168
1775706291.528,0.286,0.253,0.033,0.35,0.289,0.061,167.3,167
1775706291.677,0.292,0.266,0.025,0.35,0.313,0.037,166.2,166
1775706291.827,0.295,0.278,0.017,0.35,0.328,0.022,165.4,165
1775706291.978,0.298,0.288,0.01,0.35,0.339,0.011,164.5,164
1775706292.128,0.301,0.297,0.004,0.35,0.346,0.004,163.8,163
1775706292.278,0.304,0.304,-0.001,0.347,0.351,-0.004,162.4,162
1775706292.428,0.305,0.31,-0.005,0.328,0.358,-0.03,156.0,156
1775706292.578,0.307,0.316,-0.009,0.311,0.363,-0.052,149.9,149
1775706292.729,0.309,0.32,-0.01,0.3,0.362,-0.062,145.1,145
1775706292.878,0.311,0.322,-0.011,0.29,0.357,-0.067,140.6,140
1775706293.029,0.312,0.323,-0.011,0.286,0.352,-0.066,137.1,137
1775706293.179,0.313,0.323,-0.01,0.287,0.348,-0.061,134.5,134
1775706293.329,0.314,0.323,-0.009,0.292,0.345,-0.053,132.6,132
1775706293.479,0.315,0.322,-0.007,0.294,0.339,-0.045,131.2,131
1775706293.629,0.315,0.321,-0.006,0.296,0.332,-0.036,130.5,130
1775706293.78,0.315,0.318,-0.004,0.301,0.324,-0.022,131.4,131
1775706293.93,0.315,0.316,-0.001,0.313,0.318,-0.005,133.9,133
1775706294.08,0.316,0.314,0.002,0.325,0.314,0.012,137.1,137
1775706294.23,0.316,0.312,0.005,0.339,0.311,0.028,141.3,141
1775706294.385,0.316,0.31,0.006,0.349,0.31,0.039,145.0,144
1775706294.531,0.317,0.309,0.009,0.35,0.311,0.039,146.9,146
1775706294.681,0.318,0.309,0.009,0.35,0.317,0.033,147.6,147
1775706294.831,0.319,0.31,0.009,0.35,0.324,0.026,148.1,148
1775706294.981,0.321,0.311,0.01,0.35,0.329,0.021,148.6,148
1775706295.131,0.326,0.312,0.013,0.35,0.334,0.016,148.8,148
1775706295.282,0.331,0.314,0.018,0.35,0.336,0.014,149.3,149
1775706295.432,0.336,0.315,0.021,0.35,0.337,0.013,149.9,149
1775706295.583,0.341,0.316,0.025,0.35,0.34,0.01,150.0,150
1775706295.732,0.344,0.317,0.027,0.35,0.341,0.009,150.5,150
1775706295.882,0.346,0.318,0.028,0.35,0.342,0.008,150.8,150
1775706296.033,0.347,0.319,0.028,0.35,0.343,0.007,150.9,150
1775706296.184,0.348,0.32,0.028,0.35,0.347,0.003,150.6,150
1775706296.333,0.348,0.321,0.026,0.35,0.349,0.001,150.3,150
1775706296.485,0.347,0.322,0.025,0.35,0.352,-0.002,149.8,149
1775706296.635,0.347,0.323,0.024,0.35,0.353,-0.003,149.6,149
1775706296.785,0.347,0.324,0.023,0.35,0.353,-0.003,149.5,149
1775706296.935,0.347,0.325,0.022,0.35,0.351,-0.001,149.6,149
1775706297.084,0.347,0.325,0.022,0.35,0.353,-0.003,149.2,149
1775706297.235,0.347,0.325,0.021,0.35,0.351,-0.001,149.6,149
1775706297.385,0.346,0.325,0.022,0.35,0.349,0.001,149.9,149
1775706297.539,0.346,0.325,0.022,0.35,0.347,0.003,150.4,150
1775706297.685,0.347,0.324,0.022,0.35,0.348,0.002,150.2,150
1775706297.835,0.348,0.325,0.024,0.35,0.35,-0.0,149.9,149
1775706297.985,0.35,0.325,0.025,0.35,0.351,-0.001,149.8,149
1775706298.136,0.352,0.325,0.027,0.35,0.351,-0.001,149.7,149
1775706298.286,0.354,0.325,0.028,0.35,0.351,-0.001,149.6,149
1775706298.436,0.355,0.325,0.03,0.35,0.352,-0.002,149.2,149
1775706298.586,0.359,0.326,0.033,0.35,0.353,-0.003,148.9,148
1775706298.737,0.363,0.326,0.037,0.35,0.353,-0.003,148.8,148
1775706298.887,0.369,0.326,0.043,0.35,0.354,-0.004,148.5,148
1775706299.037,0.374,0.326,0.047,0.35,0.353,-0.003,148.4,148
1775706299.187,0.379,0.326,0.052,0.35,0.353,-0.003,148.2,148
1775706299.337,0.383,0.326,0.057,0.35,0.354,-0.004,147.9,147
1775706299.489,0.388,0.327,0.062,0.35,0.354,-0.004,147.5,147
1775706299.637,0.393,0.327,0.066,0.35,0.355,-0.005,147.2,147
1775706299.787,0.397,0.327,0.07,0.35,0.354,-0.004,147.1,147
1775706299.938,0.4,0.327,0.073,0.35,0.352,-0.002,147.4,147
1775706300.088,0.403,0.326,0.077,0.35,0.35,0.0,147.7,147
1775706300.238,0.405,0.326,0.08,0.35,0.347,0.003,148.2,148
1775706300.389,0.408,0.325,0.083,0.35,0.345,0.005,149.0,148
1775706300.539,0.41,0.324,0.086,0.35,0.344,0.006,149.5,149
1775706300.69,0.413,0.324,0.089,0.35,0.347,0.003,149.0,149
1775706300.839,0.416,0.324,0.092,0.35,0.348,0.002,149.0,149
1775706300.991,0.418,0.324,0.094,0.35,0.351,-0.001,148.4,148
